"libraries"	"education"	"wage"
2	11.5956279767255	12.1052187332068
9	16.894738793098	20.1307106996185
9	13.4277615856303	16.1981972605238
0	11.9755300846069	14.4636154043734
5	14.090903961563	18.7478785524505
4	9.50044767825266	11.8410418496007
5	12.2941056223519	12.1013327576081
2	11.8036425278075	14.6478701137803
2	11.2979309550173	13.3424149318018
0	9.59136104630297	12.5826223229313
0	10.6225739552783	15.855430312926
1	10.037207799523	16.1119280048138
4	13.6493331155627	15.4684958912399
3	11.9332043626397	13.6480260204544
0	9.9311330461222	12.1244803765945
9	14.1998690698975	15.4565329510976
6	13.027984810262	15.2228597707407
5	12.2281481709289	16.3580778452236
9	14.6966333476638	15.6955159811223
0	9.54164642362127	13.6226497719049
5	11.7598483970631	12.9526363446227
5	10.4244680487594	10.4445340550063
5	11.8359136325594	12.4675668883978
6	11.3724280437719	13.5250083065113
4	11.8049033651807	12.8387155647499
4	10.0820828612023	14.9285972855629
4	14.105290871551	16.9438044640927
5	13.2206585859747	14.6016749291687
5	11.8531545519054	15.0759704195977
3	12.9494970551391	18.5005194330359
7	13.8884695319004	17.374055864373
2	11.0953000815517	13.5619109977451
1	8.81825052683641	10.2212505711586
6	11.5604300180669	12.4106732776414
7	13.8882321780957	15.9020124015342
3	10.3725896548243	13.0793336653017
8	14.3873310617591	17.1744506401668
2	12.2700557794201	12.8383938636552
0	10.503956302786	14.1039153310607
3	10.2489687326211	13.0842970669787
7	13.0681683953442	14.7353680307641
9	14.7389200424735	16.0018321065148
7	12.2132950883978	13.5025008338769
9	15.6010833507675	19.8035972608882
2	11.6200700034205	17.4705485522839
4	12.3023965793537	13.1836280726235
3	10.8434050120132	14.0366856156165
5	11.6911692120431	17.1270469804451
0	10.5029779908206	14.4162171603379
1	11.5257116996371	13.868871289642
5	11.8091483707353	16.4226729963134
7	14.9067315298603	20.179893187464
3	11.259656433686	15.3769047870386
2	11.3604790986698	13.4518145231108
5	13.3747171211679	17.9623212630649
9	14.3149806737974	16.1092920968973
9	12.7467967199613	11.6803970667145
1	9.70649080372892	14.7757012740744
9	14.6414250424509	15.9304164061084
2	9.77306629952701	11.8496945696533
3	13.5509205809162	15.7687486589747
4	12.0196435226338	17.7352610239032
5	13.0548366949878	11.9332981239751
1	11.0122950434953	12.5199065876571
7	13.0319785423016	16.6960896372864
1	13.5419274852133	17.1672061728356
4	12.0039328678473	12.7296721439082
5	12.8533326555106	15.5196686587385
7	12.4534165739455	15.6065596059322
8	14.2149324660797	16.6558934371513
2	11.4656028742888	12.5894324735284
7	13.9013808317895	19.4900117432588
6	12.152695248617	15.6975191601822
7	12.1376566723914	19.1075263104305
2	11.1700555397766	14.3987248403452
0	10.9363522700449	19.1091321513836
2	11.1477266918688	14.9546605540433
3	11.4142774735371	12.0795318414232
3	13.0441498744208	15.7711580229655
6	14.8737651706216	21.7423396026468
3	10.8222140467702	12.7748758053197
0	9.9341549332427	11.5308856855293
4	12.3147547756498	16.0388141905894
3	11.1302342450132	12.8205301828658
1	9.82602305184491	11.4126605789979
6	12.7166046510102	16.5035132715546
1	14.1521880156238	19.5578233037722
4	11.6000005504255	13.0102266562292
5	14.3962163683481	16.181458711723
2	12.2658372541475	15.2723817613797
9	14.1454769124479	16.7795828078011
8	13.6506697565048	15.133689326266
6	13.6799866960079	16.0673263134745
7	13.6409139581139	15.6489654279702
4	13.6870814490747	16.2349362850136
9	13.0872268409099	12.396347100107
8	16.9215899259295	21.8489383509879
8	12.745879632359	14.5123466721681
6	14.8668964408513	17.2890303195715
7	14.4845805173821	19.1912850964129
9	15.3100836115925	18.8372075118716
6	11.9556577618886	11.6717405042955
6	14.1229398206885	19.917324726932
7	13.7050544666803	15.9773275732882
4	12.0097165286013	12.0754221268076
5	11.1354035560166	11.9956116941459
0	12.4225069560736	17.0777988789434
5	11.3076316925418	13.9450845135225
9	14.5292835200094	16.4331448664841
7	15.15323340388	15.5235037058263
3	13.411130609189	16.2592765336718
5	11.481592419297	11.3293226902935
1	9.54963782416836	13.0737711550477
3	11.3163106186939	15.6014730959707
9	16.842826818469	22.9403733463057
6	11.8949991040494	14.0660625689764
7	14.7188134545076	19.2341224687532
0	8.05143918134931	9.1207551863578
0	8.72847806532514	11.6061400329184
0	7.26467287195684	11.4406040319889
3	13.4104765290439	15.7213481259476
2	11.6102986430319	10.6332504192444
0	10.5786596720022	12.7296566866659
5	14.563973190614	18.0876185694762
4	11.5936582951713	13.509427209759
8	12.8403523999115	13.6756455426341
0	9.56231778941243	13.5511450133296
5	12.7765849927204	14.4851727071581
8	12.6259450802764	9.91085639121464
0	10.6837249232216	16.0502259067753
2	13.3593382464011	15.7390012100183
5	13.0425578502598	18.1182282378567
3	13.0616166904127	14.9437565922021
1	10.2909530750105	9.76168770602977
8	13.2958952208426	14.2954158898498
8	16.1452046087927	17.8891324617012
4	13.0386172829346	18.22255176853
5	13.9557896434893	17.8972288375066
5	11.7380636848496	18.6097385723225
0	11.6587902176671	14.9164717333805
1	10.2124446474777	13.1376014284826
1	8.94113901227466	9.66139435682491
0	9.91622803733667	15.7272269385896
4	14.6076578221803	17.9136156450221
9	14.5068377423216	15.6569066812454
9	13.478166047196	15.112402716003
6	15.8449079845496	20.2305280509458
6	14.7979436086833	16.479636001673
4	12.8293721085832	17.5942335920839
3	11.3078130900206	12.462806502318
3	10.7053564029334	12.0399117916537
5	13.7202167352337	17.9133259987555
6	11.9225865958594	12.9664434723971
9	14.9703516543755	16.0151862856962
6	13.2350420144611	17.8434280001825
6	11.4174219089955	16.5345403683606
6	11.6623370355024	13.5838627575252
6	14.812325396709	19.1914223651077
0	10.9170649015045	13.584015737111
2	10.8218112987211	15.0076830761031
5	12.4211014986252	18.573958755534
9	14.084305866256	16.4005737798801
2	11.1490627154991	12.2516228195112
0	11.7156843236589	14.4817954731729
7	13.5919697302378	15.5690514907908
0	9.71489860325052	11.8999494098416
7	12.9900241014346	16.2823274746625
9	15.805249378997	17.0941292307729
9	13.9288669568628	18.0474828685602
1	9.19847894705375	13.2812219662323
0	11.769664317698	17.2431523564794
2	10.5055695309136	12.5991611183879
1	12.0424336412711	18.2595612390918
6	13.1501625230904	15.8928187339213
0	9.91712077967657	12.673180150464
7	13.6656014152768	14.8756009215089
2	9.6825617611601	11.4418817528414
2	9.76903188825016	12.0074471179893
6	12.8935159983782	16.4258595695964
7	14.0824603414003	15.7807764400927
4	11.8651083029345	13.2686515095828
2	12.4062761486416	12.7838148489374
5	10.4627973580878	12.1369876170982
5	12.4876542588802	12.4380269953321
0	9.95733524397072	11.7649703457105
8	12.8333508946287	13.417112206916
6	12.6658900103523	15.0198594370512
6	12.326550257169	14.0554354067543
5	12.3699760685511	15.6006713677745
2	9.79245169157763	10.3592580310506
2	10.1969021386545	9.48866637707974
5	11.9835689730796	13.5600637246989
6	14.1528131943945	17.7909223078144
4	14.2188414330989	15.5225090191633
8	13.356794026678	14.9424551384814
3	11.7202028310891	13.678531275541
8	13.6950966810253	13.4406589762797
1	9.75793631195304	11.9121681987943
8	14.8835246374056	19.9522559424873
6	12.3704490340928	16.6869557901217
7	13.4500127964659	16.6157965445342
6	13.5069222657167	15.8472725367945
6	13.5286576484106	15.3070336901573
4	11.5975344699348	15.5028738544712
5	10.7808624439493	12.9260068122893
3	10.7360525165049	14.857035433905
6	12.6127130430772	15.0798935161827
3	10.9976172339661	12.7617412224898
8	13.5920575323195	13.9528375328214
4	10.7713208993176	15.3773866282985
5	14.0815992871461	18.3423430639495
8	14.5103707159775	13.7925672313056
1	9.93483539203316	12.9276718145383
9	14.3791922314023	15.6736116147394
4	11.4188308236579	15.6526320439816
8	14.5338335353751	18.8319105047324
6	14.2212960081318	17.5548217091778
0	9.62795519699665	11.8070543388057
6	12.0193601215747	11.5198552903154
8	13.4960185519834	16.4726175148192
3	12.2847712557556	14.1503346863573
6	13.9585916732134	16.4599804567469
9	15.3781858335632	19.0901159716048
6	13.2409218025148	17.1352487041949
0	11.0342464119721	13.3062587201712
8	13.7700232155106	15.1036263252001
4	11.275243076364	13.2097994989131
1	8.88084582879437	12.0902803352103
9	14.7419405149936	18.2296216176377
5	10.7668259500345	11.2714628016538
6	13.7276567712383	16.7689283631356
1	10.6383665210853	14.0206382616173
3	10.7441688646072	13.1877108339255
4	12.4175048933452	15.0944543918636
4	12.5932848760427	16.4082205094422
9	14.6696483748824	19.6323336086275
4	13.3047294038229	14.4259487541444
5	13.1820676465371	13.5739511247066
3	9.81396845528966	13.8593500193774
5	11.3811144330759	13.3297084463607
2	10.7890677875925	10.9126779822075
0	8.53688724291299	10.7101424497631
0	9.61042833229913	12.2584816504085
2	11.2228609810763	13.665493936741
0	12.3774778221524	15.315843769511
5	13.6850380076746	17.8657036069149
5	11.8905394198645	13.0968133471219
1	9.38547527265728	12.5181007038395
0	10.0209296223982	14.2428223456835
0	9.5275333248744	11.5736523169423
3	11.2798326785601	15.1958992978053
9	15.0881736990242	14.813476127328
4	12.5731584124041	14.1169407022295
8	12.4676798438996	12.4985969820479
6	14.2941380681497	19.6877978308467
6	12.5710047710168	13.2228949488681
0	9.35111016691611	18.3672942710906
1	10.2850598746293	13.2516826254169
6	13.0266614039567	16.5485673848076
7	12.4637913346538	12.5888438032789
0	5.87195139547481	6.54601924281852
6	12.978795292618	13.8024186268111
5	11.1435986223279	14.2962929261861
7	10.9936536770671	11.8855439875603
2	10.9436648570803	11.9283631934164
5	9.89931206971623	10.5102174897869
9	14.1959169388798	17.2043301664486
5	10.5755625149743	11.1569844521119
0	6.64388203812567	9.14402779619498
7	15.0623528229261	19.4553763819458
1	10.1728740676303	15.2616772909184
2	9.89246539342525	10.8734045292672
9	15.1543788321227	18.0545309180241
8	12.4198088866921	14.141460702146
4	11.5546223984496	15.6587399189112
2	10.5063986588758	13.5011285754467
3	11.3523300087551	14.9540785929464
0	9.89268910010829	15.2819194448201
9	16.200786100262	19.1391492687432
6	14.0903187707098	18.639178107033
4	11.5969191796718	12.5303566366739
0	12.0871401105549	16.454561757416
1	12.2035725460511	16.1330386933224
4	11.6862183125007	13.8760228670835
8	12.3854121110448	15.4051051210798
7	9.7307930588925	10.3624545659966
0	11.1852122351803	13.1166529619353
9	14.2989369824965	16.6836572560408
4	11.6429685500718	11.7038567576092
2	11.2279393606393	14.0081629426129
6	12.4483481629754	13.1590633955885
2	12.1612831249802	11.2073993965048
0	10.5609828664309	16.4306102799545
9	13.3597278866703	15.9748353815389
2	10.7524801206728	12.6813261075494
8	13.6204573152284	16.5921212885101
9	15.5457715451891	18.8538549200427
2	11.9943533770148	14.2134895240687
0	10.2156255000657	11.5820647169674
9	15.6147064592247	17.0354130898585
0	8.92848613936106	11.9329507441029
6	13.6138087337534	15.4325720936445
2	12.3759787276272	17.0937393984561
5	11.5852830570802	11.4024025054625
2	9.67241459693967	12.911036018708
7	11.2889830655875	13.5364693230963
2	13.230740372898	18.2153623165327
5	13.4677460088481	17.8712483992504
2	9.93987959552584	12.1375288736727
4	12.8723861836758	16.2480757003054
9	13.4367873226129	14.81866287532
9	13.9042705158963	17.525790469131
2	11.2548219580625	13.5132014326414
5	13.9036782897911	19.7312827029596
4	13.61919109886	18.1171646862705
9	15.1079059427701	17.9852502156187
5	10.8517843286975	14.0057934805809
5	12.2503809265759	16.4984844897657
5	11.9282534937856	13.4295831199136
0	8.99248763646514	12.3321224779512
9	12.5140023472898	14.4868978648637
2	12.6938132532994	18.0716080542469
0	10.0123609071897	15.216878545495
4	11.7875089594684	15.9587410600551
8	14.2839212660023	19.5752741258029
8	14.2434165643638	16.680869801338
1	10.1223955291902	12.4861562990267
0	12.4261176981071	15.8375512789503
7	13.7098255673665	12.2846255375432
8	15.0015876940042	18.541641809701
3	11.8114621253546	16.4010762305492
7	14.3307715076017	18.5520392417097
1	9.33743740671939	12.8179754161331
6	12.791281339193	15.3544766964876
2	8.57058317792898	9.79918990564329
3	9.82478095363178	12.7725621396981
2	12.0256944921832	16.0849728506962
3	10.2015103707405	13.0998984260525
6	12.4820072329213	15.7981411978079
3	10.9828029177768	14.7278241029669
5	13.5345247389309	16.4030661799553
4	12.9547974399331	19.8587229573465
9	17.1925810182388	21.1626291044756
2	12.1276745003569	16.0828628474583
1	13.6177836469419	17.4138519184061
8	10.7835317174655	8.81804822359485
8	13.5192124605899	14.4889225891763
8	13.5137330928227	18.4152374020579
1	8.48905868406252	12.5264806972418
2	10.0191278113829	13.0681649774659
8	13.4382096783894	15.2334941168102
6	12.9932461719365	14.530461249469
5	13.6041631583337	16.9331193250677
5	11.2839700081098	15.427111861235
6	13.4531196241541	13.6996616632065
0	10.4748930600317	14.1583145510003
5	11.9996970332257	13.3892680116245
2	8.43134557798162	11.3995103902228
5	10.8282476901521	10.3699260177308
1	10.9411491935637	15.671808866737
1	11.2768222572857	12.9698189487525
3	10.7373657438608	15.3144352016139
1	12.4582779708882	15.5100557206509
7	12.4751282816703	11.2766337640696
8	14.7313539529476	18.5896447271016
6	13.977363536887	14.8920430214884
0	11.8658659802074	13.0406935465136
5	12.0074513731049	14.6179086239978
8	14.2931139800348	14.6643109294503
3	11.2837000697926	12.9404391292829
2	13.4153301302603	18.7030318996884
6	13.1440547380961	17.2075789924086
4	10.2487731016695	11.6388630416122
7	14.8566263291704	17.5784679625075
5	12.1289176930274	14.8113116373892
3	10.3354583280622	12.2323389896935
4	11.074644954308	12.2796835659308
6	13.2370398026189	17.9049244995371
4	13.8809338692277	16.6641189543189
6	12.9608546654936	14.5969928156124
1	11.0128293699135	12.8426282134699
0	11.1860304360453	17.172493165863
7	15.4570948625899	15.4209375118197
4	12.55257110357	15.958842306971
9	14.1310311630966	17.4057612546825
0	9.7208429168433	8.00809199492556
5	12.5131111393687	17.4816136136313
4	10.8260266745141	14.588703197978
5	12.5269734539079	14.9650245090944
0	10.674323016162	16.0306029777669
8	14.6016036141754	18.6563157082145
7	13.5016789788277	17.8983385623632
2	11.9632440204592	13.2919928528618
8	15.8465820087369	19.1344064015393
9	14.5274224218067	16.3764168456791
3	10.7088871616352	12.3519035326156
8	14.2868381335009	17.1517437283797
3	12.3045308452704	16.2693452722065
0	10.5554117848854	15.74220980555
0	8.94437600765233	11.3406465125375
1	7.12302411301047	6.81268407747097
8	12.1764219438185	13.6272240255027
7	11.8348902867352	12.9344725857736
1	12.7985772226184	14.1678392260199
2	11.5575643515451	14.0859239948769
8	12.7617788051982	17.1691239531694
0	7.9025222683413	11.5306576208354
7	11.5974666727491	13.1526037484208
6	11.991267688684	12.0151525648105
0	9.72876157831638	14.8015841017638
9	16.3284879118823	18.4341821889729
7	15.1013496770943	18.9643270970007
2	11.3839356008195	15.2310757869355
6	14.9465972958997	19.1241493038686
8	14.180523348408	17.4936323739636
1	11.0778033087903	10.6367483198527
8	12.7884048672686	11.541043261077
0	9.51368475391463	12.2088746005371
1	9.96936334180246	11.1893934797093
7	12.8402240906154	16.6059386086163
8	14.4331555152637	17.2108340338732
7	13.690251644108	15.4601767659791
3	13.4190253319671	17.5449231386885
4	11.9006294031774	10.9647046482685
0	8.27376220513303	9.43160608011967
2	13.2825279812199	17.4962442591457
1	13.813821143295	18.8911060105713
2	10.8980814684539	12.430292395705
0	10.3686171855942	14.4165977365538
8	13.3727404898543	14.0486234423692
5	11.2686528018052	11.6050984136898
6	13.4389822720664	16.4276669561075
2	9.97665166323165	12.6665044132265
8	15.1763627254721	19.397171064221
0	8.48201124606185	11.0240438699882
4	11.8464364991799	14.6971946630452
2	10.9785675455611	13.0154408568894
5	12.8914764934389	17.5541108245607
6	15.3173174308829	20.19046429326
1	10.922457664752	13.5332453253772
9	13.3582531316118	15.3323172852513
8	14.7358824308424	15.0439994218958
7	13.7282336719264	17.3842542012915
5	11.8029695656892	12.8705607486327
7	13.4217293813698	17.1448225005891
0	12.0498438914243	18.5234541838085
6	12.8960794977859	19.5522699216146
4	13.7524044341467	15.2355048505736
3	10.4722465845109	12.4810809311316
0	10.3488921783033	14.4787228709473
5	10.6744738949201	11.5232527588258
2	10.921970762696	14.4228006047047
1	10.2475572183884	16.961007945756
2	11.192077346076	17.025872345393
4	10.5413932581013	9.6919929717211
1	12.7531718922326	17.3852054341823
5	11.3022649202342	13.6186795362239
7	14.181437690718	15.3904214547266
1	10.3546766317517	12.9506087689318
5	12.8844774955141	17.0970475660864
6	11.2298400460527	12.1302181977222
2	10.1737869141957	11.4464484919287
4	12.8781441762144	15.1918821751256
7	16.4321910667267	18.7520279184497
6	13.3085584113943	15.3336105577372
7	13.4207771120184	16.2576443047226
1	9.95213971554191	13.775452455059
2	12.1740915534872	14.0914948648888
7	11.7393588304316	13.1477900532378
6	12.6583542462624	13.7254508543146
5	11.1581539228619	12.4840131481684
6	12.8160583580459	15.194516693141
5	13.3630859517646	16.2363883136137
5	15.2070147580453	18.1034192197043
4	13.8196299884226	18.4689097868683
4	10.6094169974258	12.6658784422915
7	15.1833149769664	20.7436814478962
5	12.0719333003902	13.1316327832543
5	12.1580752808198	17.381572976474
9	14.6558191040474	18.2241622689549
4	14.2841922950753	20.0471400465562
5	10.6470665009112	11.4293870799693
2	12.7645593793099	15.8631526744775
7	13.6932170239609	15.7614045803899
7	14.3220019934375	17.6561922492366
2	12.0903142866646	13.5657523384759
3	14.5641610635911	19.1132735688892
9	15.031814523888	15.372768992225
0	9.03893578133981	12.1424349728131
9	16.8133616555338	21.6188237351714
7	13.4899728914848	14.1835930526241
6	13.5509767601786	15.1562709920889
9	13.4950074922873	11.4983678335114
7	13.8978713833622	18.4074499074152
5	13.2867209390124	16.0009582345651
4	12.9515853239099	18.0660218305113
3	10.5605907061648	13.351123829598
7	13.6662403929133	16.8887280008905
3	10.8351931285657	14.242985312958
0	9.51104390530736	10.9072929429981
9	14.6600016569792	19.2431663009819
4	12.461104945969	15.4168114969587
8	14.5189118441238	15.8166230385874
3	11.2137565025625	13.6016705841142
3	11.0512949446506	12.5119336823372
5	13.033308661078	14.7348390758288
4	12.3498736166012	15.7928827133956
8	15.3250481139636	16.3007393095515
6	11.1203468335915	13.2542755795669
6	14.4651685602019	19.7602634559435
9	16.9053134504556	22.2736705978487
9	14.8867021050596	17.1632934821586
3	11.2541855354752	12.0410902237673
